SeqId	Protein.(short.name)	Protein.(full.name)	Gene	Remark	Included.in.analysis	UniProt	Organism	Type	Ensembl.Gene.ID	Entrez.Gene.ID	HGNC.ID
2846_24	Ubiquitin+1	Ubiquitin+1, truncated mutation for UbB	RPS27A	NA	Yes	P62979	human	Protein	NA	6233	HGNC:10417
2849_49	AIF1	Allograft inflammatory factor 1	AIF1	NA	Yes	P55008	human	Protein	ENSG00000235588	199	HGNC:352
2851_63	C5a	C5a anaphylatoxin	C5	NA	Yes	P01031	human	Protein	ENSG00000106804	727	HGNC:1331
2853_68	CHK1	Serine/threonine-protein kinase Chk1	CHEK1	NA	Yes	O14757	human	Protein	ENSG00000149554	1111	HGNC:1925
2855_49	ERK-1	Mitogen-activated protein kinase 3	MAPK3	NA	Yes	P27361	human	Protein	ENSG00000102882	5595	HGNC:6877
2859_69	HDAC8	Histone deacetylase 8	HDAC8	NA	Yes	Q9BY41	human	Protein	ENSG00000147099	55869	HGNC:13315
2860_19	Karyopherin-a2	Importin subunit alpha-1	KPNA2	NA	Yes	P52292	human	Protein	ENSG00000182481	3838	HGNC:6395
2864_2	MEK1	Dual specificity mitogen-activated protein kinase kinase 1	MAP2K1	NA	Yes	Q02750	human	Protein	ENSG00000169032	5604	HGNC:6840
2870_29	RAC1	Ras-related C3 botulinum toxin substrate 1	RAC1	NA	Yes	P63000	human	Protein	ENSG00000136238	5879	HGNC:9801
2871_73	RAD51	DNA repair protein RAD51 homolog 1	RAD51	NA	Yes	Q06609	human	Protein	ENSG00000051180	5888	HGNC:9817
2875_15	TBP	TATA-box-binding protein	TBP	NA	Yes	P20226	human	Protein	ENSG00000112592	6908	HGNC:11588
2876_74	Topoisomerase I	DNA topoisomerase 1	TOP1	NA	Yes	P11387	human	Protein	ENSG00000198900	7150	HGNC:11986
2877_3	UBC9	SUMO-conjugating enzyme UBC9	UBE2I	NA	Yes	P63279	human	Protein	ENSG00000103275	7329	HGNC:12485
2878_66	YES	Tyrosine-protein kinase Yes	YES1	NA	Yes	P07947	human	Protein	ENSG00000176105	7525	HGNC:12841
2879_9	a1-Antichymotrypsin	Alpha-1-antichymotrypsin	SERPINA3	NA	Yes	P01011	human	Protein	ENSG00000196136	12	HGNC:16
2888_49	C7	Complement component C7	C7	NA	Yes	P10643	human	Protein	ENSG00000112936	730	HGNC:1346
2889_37	Cardiotrophin-1	Cardiotrophin-1	CTF1	NA	Yes	Q16619	human	Protein	ENSG00000150281	1489	HGNC:2499
2890_59	CCL28	C-C motif chemokine 28	CCL28	NA	Yes	Q9NRJ3	human	Protein	ENSG00000151882	56477	HGNC:17700
2891_1	Deprecated	NA	NA	Deprecated	No	NA	human	Deprecated	ENSG00000012124	NA	HGNC:1643
2900_53	HCC-1	C-C motif chemokine 14	CCL14	NA	Yes	Q16627	human	Protein	ENSG00000213494	6358	HGNC:10612
2906_55	IL-4	Interleukin-4	IL4	NA	Yes	P05112	human	Protein	ENSG00000113520	3565	HGNC:6014
2911_27	Midkine	Midkine	MDK	NA	Yes	P21741	human	Protein	ENSG00000110492	4192	HGNC:6972
2913_1	MPIF-1	C-C motif chemokine 23	CCL23	NA	Yes	P55773	human	Protein	ENSG00000167236	6368	HGNC:10622
2925_9	PAI-1	Plasminogen activator inhibitor 1	SERPINE1	NA	Yes	P05121	human	Protein	ENSG00000106366	5054	HGNC:8583
2937_10	Deprecated	NA	NA	Deprecated	No	NA	human	Deprecated	ENSG00000130203	NA	HGNC:613
2938_55	Deprecated	NA	NA	Deprecated	No	NA	human	Deprecated	ENSG00000130203	NA	HGNC:613
2939_10	Artemin	Artemin	ARTN	NA	Yes	Q5T4W7	human	Protein	ENSG00000117407	9048	HGNC:727
2942_50	Cytochrome c	Cytochrome c	CYCS	NA	Yes	P99999	human	Protein	ENSG00000172115	54205	HGNC:19986
2943_5	Cytochrome P450 3A4	Cytochrome P450 3A4	CYP3A4	NA	Yes	P08684	human	Protein	ENSG00000160868	1576	HGNC:2637
2944_66	DAN	Neuroblastoma suppressor of tumorigenicity 1	NBL1	NA	Yes	P41271	human	Protein	ENSG00000158747	4681	HGNC:7650
2946_52	Factor D	Complement factor D	CFD	NA	Yes	P00746	human	Protein	ENSG00000197766	1675	HGNC:2771
2948_58	Growth hormone receptor	Growth hormone receptor	GHR	NA	Yes	P10912	human	Protein	ENSG00000112964	2690	HGNC:4263
2949_6	GX	Group 10 secretory phospholipase A2	PLA2G10	NA	Yes	O15496	human	Protein	ENSG00000069764	8399	HGNC:9029
2950_57	IGFBP-4	Insulin-like growth factor-binding protein 4	IGFBP4	NA	Yes	P22692	human	Protein	ENSG00000141753	3487	HGNC:5473
2952_75	IGF-I	Insulin-like growth factor I	IGF1	NA	Yes	P05019	human	Protein	ENSG00000017427	3479	HGNC:5464
2953_31	Luteinizing hormone	Luteinizing hormone	CGA|LHB	multiple gene id	No	P01215|P01229	human	Protein	ENSG00000135346|ENSG00000104826	1081|3972	HGNC:1885|HGNC:6584
2960_66	Properdin	Properdin	CFP	NA	Yes	P27918	human	Protein	ENSG00000126759	5199	HGNC:8864
2961_1	Protein C	Vitamin K-dependent protein C	PROC	NA	Yes	P04070	human	Protein	ENSG00000115718	5624	HGNC:9451
2962_50	PTHrP	Parathyroid hormone-related protein	PTHLH	NA	Yes	P12272	human	Protein	ENSG00000087494	5744	HGNC:9607
2966_65	SCGF-beta	Stem cell growth factor-beta	CLEC11A	NA	Yes	Q9Y240	human	Protein	ENSG00000105472	6320	HGNC:10576
2967_8	VCAM-1	Vascular cell adhesion protein 1	VCAM1	NA	Yes	P19320	human	Protein	ENSG00000162692	7412	HGNC:12663
2968_61	TNFSF15	Tumor necrosis factor ligand superfamily member 15	TNFSF15	NA	Yes	O95150	human	Protein	ENSG00000181634	9966	HGNC:11931
2970_60	AREG	Amphiregulin	AREG	NA	Yes	P15514	human	Protein	ENSG00000109321	374	HGNC:651
2972_57	BMP-7	Bone morphogenetic protein 7	BMP7	NA	Yes	P18075	human	Protein	ENSG00000101144	655	HGNC:1074
2973_15	CD36 ANTIGEN	Platelet glycoprotein 4	CD36	NA	Yes	P16671	human	Protein	ENSG00000135218	948	HGNC:1663
2974_61	contactin-1	Contactin-1	CNTN1	NA	Yes	Q12860	human	Protein	ENSG00000018236	1272	HGNC:2171
2975_19	CTGF	Connective tissue growth factor	CTGF	NA	Yes	P29279	human	Protein	ENSG00000118523	1490	HGNC:2500
2976_58	Desmoglein-1	Desmoglein-1	DSG1	NA	Yes	Q02413	human	Protein	ENSG00000134760	1828	HGNC:3048
2977_7	EDAR	Tumor necrosis factor receptor superfamily member EDAR	EDAR	NA	Yes	Q9UNE0	human	Protein	ENSG00000135960	10913	HGNC:2895
2979_8	ENA-78	C-X-C motif chemokine 5	CXCL5	NA	Yes	P42830	human	Protein	ENSG00000163735	6374	HGNC:10642
2982_82	Galectin-4	Galectin-4	LGALS4	NA	Yes	P56470	human	Protein	ENSG00000171747	3960	HGNC:6565
2985_35	Gro-a	Growth-regulated alpha protein	CXCL1	NA	Yes	P09341	human	Protein	ENSG00000163739	2919	HGNC:4602
2987_37	Histone H1.2	Histone H1.2	HIST1H1C	NA	Yes	P16403	human	Protein	ENSG00000187837	3006	HGNC:4716
2991_9	IL-1 sRI	Interleukin-1 receptor type 1	IL1R1	NA	Yes	P14778	human	Protein	ENSG00000115594	3554	HGNC:5993
2992_59	IL-17 sR	Interleukin-17 receptor A	IL17RA	NA	Yes	Q96F46	human	Protein	ENSG00000177663	23765	HGNC:5985
2993_1	IL-18 Rb	Interleukin-18 receptor accessory protein	IL18RAP	NA	Yes	O95256	human	Protein	ENSG00000115607	8807	HGNC:5989
2994_71	IL-1Rrp2	Interleukin-1 receptor-like 2	IL1RL2	NA	Yes	Q9HB29	human	Protein	ENSG00000115598	8808	HGNC:5999
2997_8	JAM-B	Junctional adhesion molecule B	JAM2	NA	Yes	P57087	human	Protein	ENSG00000154721	58494	HGNC:14686
2998_53	JAM-C	Junctional adhesion molecule C	JAM3	NA	Yes	Q9BX67	human	Protein	ENSG00000166086	83700	HGNC:15532
2999_6	LSAMP	Limbic system-associated membrane protein	LSAMP	NA	Yes	Q13449	human	Protein	ENSG00000185565	4045	HGNC:6705
3000_66	MBL	Mannose-binding protein C	MBL2	NA	Yes	P11226	human	Protein	ENSG00000165471	4153	HGNC:6922
3003_29	NKp30	Natural cytotoxicity triggering receptor 3	NCR3	NA	Yes	O14931	human	Protein	ENSG00000237808	259197	HGNC:19077
3004_67	PD-L2	Programmed cell death 1 ligand 2	PDCD1LG2	NA	Yes	Q9BQ51	human	Protein	ENSG00000197646	80380	HGNC:18731
3005_5	PTP-1B	Tyrosine-protein phosphatase non-receptor type 1	PTPN1	NA	Yes	P18031	human	Protein	ENSG00000196396	5770	HGNC:9642
3007_7	Siglec-9	Sialic acid-binding Ig-like lectin 9	SIGLEC9	NA	Yes	Q9Y336	human	Protein	ENSG00000129450	27180	HGNC:10878
3009_3	TGF-b R III	Transforming growth factor beta receptor type 3	TGFBR3	NA	Yes	Q03167	human	Protein	ENSG00000069702	7049	HGNC:11774
3010_53	TSLP	Thymic stromal lymphopoietin	TSLP	NA	Yes	Q969D9	human	Protein	ENSG00000145777	85480	HGNC:30743
3022_4	CTLA-4	Cytotoxic T-lymphocyte protein 4	CTLA4	NA	Yes	P16410	human	Protein	ENSG00000163599	1493	HGNC:2505
3024_18	a2-Antiplasmin	Alpha-2-antiplasmin	SERPINF2	NA	Yes	P08697	human	Protein	ENSG00000276838	5345	HGNC:9075
3025_50	bFGF	Fibroblast growth factor 2	FGF2	NA	Yes	P09038	human	Protein	ENSG00000138685	2247	HGNC:3676
3026_5	Calpastatin	Calpastatin	CAST	NA	Yes	P20810	human	Protein	ENSG00000153113	831	HGNC:1515
3028_36	Ck-b-8-1	Ck-beta-8-1	CCL23	NA	Yes	P55773	human	Protein	ENSG00000167236	6368	HGNC:10622
3029_52	DC-SIGN	CD209 antigen	CD209	NA	Yes	Q9NNX6	human	Protein	ENSG00000090659	30835	HGNC:1641
3030_3	DC-SIGNR	C-type lectin domain family 4 member M	CLEC4M	NA	Yes	Q9H2X3	human	Protein	ENSG00000104938	10332	HGNC:13523
3032_11	FSH	Follicle stimulating hormone	CGA|FSHB	multiple gene id	No	P01215|P01225	human	Protein	ENSG00000135346|ENSG00000131808	1081|2488	HGNC:1885|HGNC:3964
3033_57	Galectin-2	Galectin-2	LGALS2	NA	Yes	P05162	human	Protein	ENSG00000100079	3957	HGNC:6562
3034_1	GFAP	Glial fibrillary acidic protein	GFAP	NA	Yes	P14136	human	Protein	ENSG00000131095	2670	HGNC:4235
3035_80	IL-19	Interleukin-19	IL19	NA	Yes	Q9UHD0	human	Protein	ENSG00000142224	29949	HGNC:5990
3037_62	IL-1b	Interleukin-1 beta	IL1B	NA	Yes	P01584	human	Protein	ENSG00000125538	3553	HGNC:5992
3038_9	I-TAC	C-X-C motif chemokine 11	CXCL11	NA	Yes	O14625	human	Protein	ENSG00000169248	6373	HGNC:10638
3040_59	MIP-1a	C-C motif chemokine 3	CCL3	NA	Yes	P10147	human	Protein	ENSG00000006075	6348	HGNC:10627
3041_55	MRC2	C-type mannose receptor 2	MRC2	NA	Yes	Q9UBG0	human	Protein	ENSG00000011028	9902	HGNC:16875
3042_7	Myoglobin	Myoglobin	MB	NA	Yes	P02144	human	Protein	ENSG00000198125	4151	HGNC:6915
3043_49	ON	SPARC	SPARC	NA	Yes	P09486	human	Protein	ENSG00000113140	6678	HGNC:11219
3044_3	PARC	C-C motif chemokine 18	CCL18	NA	Yes	P55774	human	Protein	ENSG00000006074	6362	HGNC:10616
3045_72	PTN	Pleiotrophin	PTN	NA	Yes	P21246	human	Protein	ENSG00000105894	5764	HGNC:9630
3046_31	resistin	Resistin	RETN	NA	Yes	Q9HD89	human	Protein	ENSG00000104918	56729	HGNC:20389
3049_61	Trypsin	Trypsin-1	PRSS1	NA	Yes	P07477	human	Protein	ENSG00000274247	5644	HGNC:9475
3050_7	vWF	von Willebrand factor	VWF	NA	Yes	P04275	human	Protein	ENSG00000110799	7450	HGNC:12726
3052_8	Fas ligand, soluble	Tumor necrosis factor ligand superfamily member 6, soluble form	FASLG	NA	Yes	P48023	human	Protein	ENSG00000117560	356	HGNC:11936
3054_3	Haptoglobin, Mixed Type	Haptoglobin	HP	NA	Yes	P00738	human	Protein	ENSG00000197711	3240	HGNC:5141
3055_54	IL-4 sR	Interleukin-4 receptor subunit alpha	IL4R	NA	Yes	P24394	human	Protein	ENSG00000077238	3566	HGNC:6015
3057_55	WISP-1	WNT1-inducible-signaling pathway protein 1	WISP1	NA	Yes	O95388	human	Protein	ENSG00000104415	8840	HGNC:12769
3059_50	BAFF	Tumor necrosis factor ligand superfamily member 13B	TNFSF13B	NA	Yes	Q9Y275	human	Protein	ENSG00000102524	10673	HGNC:11929
3060_43	C9	Complement component C9	C9	NA	Yes	P02748	human	Protein	ENSG00000113600	735	HGNC:1358
3065_65	FGF-5	Fibroblast growth factor 5	FGF5	NA	Yes	P12034	human	Protein	ENSG00000138675	2250	HGNC:3683
3066_12	Galectin-3	Galectin-3	LGALS3	NA	Yes	P17931	human	Protein	ENSG00000131981	3958	HGNC:6563
3067_67	GDF-9	Growth/differentiation factor 9	GDF9	NA	Yes	O60383	human	Protein	ENSG00000164404	2661	HGNC:4224
3069_52	IgM	Immunoglobulin M	IGHM|IGJ|IGK@|IGL@	multiple gene id	No	P01871	human	Protein	NA	3507|3512|50802|3535	HGNC:5541
3070_1	IL-2	Interleukin-2	IL2	NA	Yes	P60568	human	Protein	ENSG00000109471	3558	HGNC:6001
3072_4	IL-13	Interleukin-13	IL13	NA	Yes	P35225	human	Protein	ENSG00000169194	3596	HGNC:5973
3073_51	IL-18 BPa	Interleukin-18-binding protein	IL18BP	NA	Yes	O95998	human	Protein	ENSG00000137496	10068	HGNC:5987
3074_6	LBP	Lipopolysaccharide-binding protein	LBP	NA	Yes	P18428	human	Protein	ENSG00000129988	3929	HGNC:6517
3077_66	Coagulation Factor Xa	Coagulation factor Xa	F10	NA	Yes	P00742	human	Protein	ENSG00000126218	2159	HGNC:3528
3078_1	PlGF	Placenta growth factor	PGF	NA	Yes	P49763	human	Protein	ENSG00000119630	5228	HGNC:8893
3079_62	TIG2	Retinoic acid receptor responder protein 2	RARRES2	NA	Yes	Q99969	human	Protein	ENSG00000106538	5919	HGNC:9868
3081_70	ULBP-1	NKG2D ligand 1	ULBP1	NA	Yes	Q9BZM6	human	Protein	ENSG00000111981	80329	HGNC:14893
3082_9	ULBP-2	NKG2D ligand 2	ULBP2	NA	Yes	Q9BZM5	human	Protein	ENSG00000131015	80328	HGNC:14894
3083_71	XEDAR	Tumor necrosis factor receptor superfamily member 27	EDA2R	NA	Yes	Q9HAV5	human	Protein	ENSG00000131080	60401	HGNC:17756
3091_70	Aurora kinase A	Aurora kinase A	AURKA	NA	Yes	O14965	human	Protein	ENSG00000087586	6790	HGNC:11393
3115_64	MK01	Mitogen-activated protein kinase 1	MAPK1	NA	Yes	P28482	human	Protein	ENSG00000100030	5594	HGNC:6871
3122_6	SMAC	Diablo homolog, mitochondrial	DIABLO	NA	Yes	Q9NR28	human	Protein	ENSG00000184047	56616	HGNC:21528
3132_1	VEGF-C	Vascular endothelial growth factor C	VEGFC	NA	Yes	P49767	human	Protein	ENSG00000150630	7424	HGNC:12682
3143_3	sCD4	T-cell surface glycoprotein CD4	CD4	NA	Yes	P01730	human	Protein	ENSG00000010610	920	HGNC:1678
3148_49	Gro-b/g	Gro-beta/gamma	CXCL3|CXCL2	multiple gene id	No	P19876|P19875	human	Protein	ENSG00000081041	NA	HGNC:4603
3151_6	IL-2 sRa	Interleukin-2 receptor subunit alpha	IL2RA	NA	Yes	P01589	human	Protein	ENSG00000134460	3559	HGNC:6008
3152_57	TNF sR-II	Tumor necrosis factor receptor superfamily member 1B	TNFRSF1B	NA	Yes	P20333	human	Protein	ENSG00000028137	7133	HGNC:11917
3166_92	Siglec-3	Myeloid cell surface antigen CD33	CD33	NA	Yes	P20138	human	Protein	ENSG00000105383	945	HGNC:1659
3168_8	ADAMTS-5	A disintegrin and metalloproteinase with thrombospondin motifs 5	ADAMTS5	NA	Yes	Q9UNA0	human	Protein	ENSG00000154736	11096	HGNC:221
3169_70	IDUA	Alpha-L-iduronidase	IDUA	NA	Yes	P35475	human	Protein	ENSG00000127415	3425	HGNC:5391
3170_6	AMPM2	Methionine aminopeptidase 2	METAP2	NA	Yes	P50579	human	Protein	ENSG00000111142	10988	HGNC:16672
3171_57	amyloid precursor protein	Amyloid beta A4 protein	APP	NA	Yes	P05067	human	Protein	ENSG00000142192	351	HGNC:620
3172_28	ARSB	Arylsulfatase B	ARSB	NA	Yes	P15848	human	Protein	ENSG00000113273	411	HGNC:714
3173_49	ASAHL	N-acylethanolamine-hydrolyzing acid amidase	NAAA	NA	Yes	Q02083	human	Protein	ENSG00000138744	27163	HGNC:736
3174_2	ATS1	A disintegrin and metalloproteinase with thrombospondin motifs 1	ADAMTS1	NA	Yes	Q9UHI8	human	Protein	ENSG00000154734	9510	HGNC:217
3175_51	ATS13	A disintegrin and metalloproteinase with thrombospondin motifs 13	ADAMTS13	NA	Yes	Q76LX8	human	Protein	ENSG00000160323	11093	HGNC:1366
3178_5	CATC	Dipeptidyl peptidase 1	CTSC	NA	Yes	P53634	human	Protein	ENSG00000109861	1075	HGNC:2528
3179_51	Cathepsin A	Lysosomal protective protein	CTSA	NA	Yes	P10619	human	Protein	ENSG00000064601	5476	HGNC:9251
3181_50	Cathepsin S	Cathepsin S	CTSS	NA	Yes	P25774	human	Protein	ENSG00000163131	1520	HGNC:2545
3182_38	CD39	Ectonucleoside triphosphate diphosphohydrolase 1	ENTPD1	NA	Yes	P49961	human	Protein	ENSG00000138185	953	HGNC:3363
3184_25	Coagulation Factor VII	Coagulation factor VII	F7	NA	Yes	P08709	human	Protein	ENSG00000057593	2155	HGNC:3544
3186_2	C2	Complement C2	C2	NA	Yes	P06681	human	Protein	ENSG00000226560	717	HGNC:1248
3187_52	CRIS3	Cysteine-rich secretory protein 3	CRISP3	NA	Yes	P54108	human	Protein	ENSG00000096006	10321	HGNC:16904
3189_61	Enterokinase	Enteropeptidase	TMPRSS15	NA	Yes	P98073	human	Protein	ENSG00000154646	5651	HGNC:9490
3191_50	WFKN1	WAP, kazal, immunoglobulin, kunitz and NTR domain-containing protein 1	WFIKKN1	NA	Yes	Q96NZ8	human	Protein	ENSG00000127578	117166	HGNC:30912
3192_3	Glutamate carboxypeptidase	Cytosolic non-specific dipeptidase	CNDP2	NA	Yes	Q96KP4	human	Protein	ENSG00000133313	55748	HGNC:24437
3194_36	GPVI	Platelet glycoprotein VI	GP6	NA	Yes	Q9HCN6	human	Protein	ENSG00000088053	51206	HGNC:14388
3195_50	Granulysin	Granulysin	GNLY	NA	Yes	P22749	human	Protein	ENSG00000115523	10578	HGNC:4414
3196_6	HPLN1	Hyaluronan and proteoglycan link protein 1	HAPLN1	NA	Yes	P10915	human	Protein	ENSG00000145681	1404	HGNC:2380
3197_70	IDE	Insulin-degrading enzyme	IDE	NA	Yes	P14735	human	Protein	ENSG00000119912	3416	HGNC:5381
3198_4	IDS	Iduronate 2-sulfatase	IDS	NA	Yes	P22304	human	Protein	ENSG00000010404	3423	HGNC:5389
3199_54	kallikrein 12	Kallikrein-12	KLK12	NA	Yes	Q9UKR0	human	Protein	ENSG00000186474	43849	HGNC:6360
3201_49	kallikrein 5	Kallikrein-5	KLK5	NA	Yes	Q9Y337	human	Protein	ENSG00000167754	25818	HGNC:6366
3202_28	KREM2	Kremen protein 2	KREMEN2	NA	Yes	Q8NCW0	human	Protein	ENSG00000131650	79412	HGNC:18797
3204_2	LKHA4	Leukotriene A-4 hydrolase	LTA4H	NA	Yes	P09960	human	Protein	ENSG00000111144	4048	HGNC:6710
3206_4	LYVE1	Lymphatic vessel endothelial hyaluronic acid receptor 1	LYVE1	NA	Yes	Q9Y5Y7	human	Protein	ENSG00000133800	10894	HGNC:14687
3209_69	MEPE	Matrix extracellular phosphoglycoprotein	MEPE	NA	Yes	Q9NQ76	human	Protein	ENSG00000152595	56955	HGNC:13361
3210_1	METAP1	Methionine aminopeptidase 1	METAP1	NA	Yes	P53582	human	Protein	ENSG00000164024	23173	HGNC:15789
3212_30	ASAH2	Neutral ceramidase	ASAH2	NA	Yes	Q9NR71	human	Protein	ENSG00000188611	56624	HGNC:18860
3213_65	Nidogen	Nidogen-1	NID1	NA	Yes	P14543	human	Protein	ENSG00000116962	4811	HGNC:7821
3216_2	PIGR	Polymeric immunoglobulin receptor	PIGR	NA	Yes	P01833	human	Protein	ENSG00000162896	5284	HGNC:8968
3220_40	RET	Proto-oncogene tyrosine-protein kinase receptor Ret	RET	NA	Yes	P07949	human	Protein	ENSG00000165731	5979	HGNC:9967
3221_54	SARP-2	Secreted frizzled-related protein 1	SFRP1	NA	Yes	Q8N474	human	Protein	ENSG00000104332	6422	HGNC:10776
3222_11	Semaphorin 3A	Semaphorin-3A	SEMA3A	NA	Yes	Q14563	human	Protein	ENSG00000075213	10371	HGNC:10723
3232_28	TrATPase	Tartrate-resistant acid phosphatase type 5	ACP5	NA	Yes	P13686	human	Protein	ENSG00000102575	54	HGNC:124
3234_23	URB	Coiled-coil domain-containing protein 80	CCDC80	NA	Yes	Q76M96	human	Protein	ENSG00000091986	151887	HGNC:30649
3235_50	WFKN2	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	WFIKKN2	NA	Yes	Q8TEU8	human	Protein	ENSG00000173714	124857	HGNC:30916
3280_49	Aggrecan	Aggrecan core protein	ACAN	NA	Yes	P16112	human	Protein	ENSG00000157766	176	HGNC:319
3283_21	BGH3	Transforming growth factor-beta-induced protein ig-h3	TGFBI	NA	Yes	Q15582	human	Protein	ENSG00000120708	7045	HGNC:11771
3284_75	BGN	Biglycan	BGN	NA	Yes	P21810	human	Protein	ENSG00000182492	633	HGNC:1044
3285_23	C1r	Complement C1r subcomponent	C1R	NA	Yes	P00736	human	Protein	ENSG00000159403	715	HGNC:1246
3290_50	CD109	CD109 antigen	CD109	NA	Yes	Q6YHK3	human	Protein	ENSG00000156535	135228	HGNC:21685
3291_30	CD23	Low affinity immunoglobulin epsilon Fc receptor	FCER2	NA	Yes	P06734	human	Protein	ENSG00000104921	2208	HGNC:3612
3292_75	CD48	CD48 antigen	CD48	NA	Yes	P09326	human	Protein	ENSG00000117091	962	HGNC:1683
3293_2	CD5L	CD5 antigen-like	CD5L	NA	Yes	O43866	human	Protein	ENSG00000073754	922	HGNC:1690
3294_55	CFC1	Cryptic protein	CFC1	NA	Yes	P0CG37	human	Protein	ENSG00000136698	55997	HGNC:18292
3296_92	CNTN2	Contactin-2	CNTN2	NA	Yes	Q02246	human	Protein	ENSG00000184144	6900	HGNC:2172
3298_52	Contactin-4	Contactin-4	CNTN4	NA	Yes	Q8IWV2	human	Protein	ENSG00000144619	152330	HGNC:2174
3299_29	Contactin-5	Contactin-5	CNTN5	NA	Yes	O94779	human	Protein	ENSG00000149972	53942	HGNC:2175
3302_58	CYTF	Cystatin-F	CST7	NA	Yes	O76096	human	Protein	ENSG00000077984	8530	HGNC:2479
3305_6	DLL4	Delta-like protein 4	DLL4	NA	Yes	Q9NR61	human	Protein	ENSG00000128917	54567	HGNC:2910
3309_2	FCG2A	Low affinity immunoglobulin gamma Fc region receptor II-a	FCGR2A	NA	Yes	P12318	human	Protein	ENSG00000143226	2212	HGNC:3616
3310_62	FCG2B	Low affinity immunoglobulin gamma Fc region receptor II-b	FCGR2B	NA	Yes	P31994	human	Protein	ENSG00000072694	2213	HGNC:3618
3311_27	FCG3B	Low affinity immunoglobulin gamma Fc region receptor III-B	FCGR3B	NA	Yes	O75015	human	Protein	ENSG00000162747	2215	HGNC:3620
3312_64	FCGR1	High affinity immunoglobulin gamma Fc receptor I	FCGR1A	NA	Yes	P12314	human	Protein	ENSG00000150337	2209	HGNC:3613
3313_21	FCN2	Ficolin-2	FCN2	NA	Yes	Q15485	human	Protein	ENSG00000160339	2220	HGNC:3624
3314_74	GFRa-1	GDNF family receptor alpha-1	GFRA1	NA	Yes	P56159	human	Protein	ENSG00000151892	2674	HGNC:4243
3315_15	GPC2	Glypican-2	GPC2	NA	Yes	Q8N158	human	Protein	ENSG00000213420	221914	HGNC:4450
3316_58	Heparin cofactor II	Heparin cofactor 2	SERPIND1	NA	Yes	P05546	human	Protein	ENSG00000099937	3053	HGNC:4838
3317_33	HTRA2	Serine protease HTRA2, mitochondrial	HTRA2	NA	Yes	O43464	human	Protein	ENSG00000115317	27429	HGNC:14348
3320_49	IGFBP-7	Insulin-like growth factor-binding protein 7	IGFBP7	NA	Yes	Q16270	human	Protein	ENSG00000163453	3490	HGNC:5476
3321_2	IL24	Interleukin-24	IL24	NA	Yes	Q13007	human	Protein	ENSG00000162892	11009	HGNC:11346
3322_52	LRIG3	Leucine-rich repeats and immunoglobulin-like domains protein 3	LRIG3	NA	Yes	Q6UXM1	human	Protein	ENSG00000139263	121227	HGNC:30991
3323_37	LRP8	Low-density lipoprotein receptor-related protein 8	LRP8	NA	Yes	Q14114	human	Protein	ENSG00000157193	7804	HGNC:6700
3324_51	LY9	T-lymphocyte surface antigen Ly-9	LY9	NA	Yes	Q9HBG7	human	Protein	ENSG00000122224	4063	HGNC:6730
3325_2	MATN2	Matrilin-2	MATN2	NA	Yes	O00339	human	Protein	ENSG00000132561	4147	HGNC:6908
3326_58	Nectin-like protein 2	Cell adhesion molecule 1	CADM1	NA	Yes	Q9BY67	human	Protein	ENSG00000182985	23705	HGNC:5951
3327_27	NET4	Netrin-4	NTN4	NA	Yes	Q9HB63	human	Protein	ENSG00000074527	59277	HGNC:13658
3329_14	PGRP-S	Peptidoglycan recognition protein 1	PGLYRP1	NA	Yes	O75594	human	Protein	ENSG00000008438	8993	HGNC:8904
3331_8	RGMB	RGM domain family member B	RGMB	NA	Yes	Q6NW40	human	Protein	ENSG00000174136	285704	HGNC:26896
3332_57	RGM-C	Hemojuvelin	HFE2	NA	Yes	Q6ZVN8	human	Protein	ENSG00000168509	148738	HGNC:4887
3336_50	TFPI	Tissue factor pathway inhibitor	TFPI	NA	Yes	P10646	human	Protein	ENSG00000003436	7035	HGNC:11760
3339_33	TSP2	Thrombospondin-2	THBS2	NA	Yes	P35442	human	Protein	ENSG00000186340	7058	HGNC:11786
3340_53	TSP4	Thrombospondin-4	THBS4	NA	Yes	P35443	human	Protein	ENSG00000113296	7060	HGNC:11788
3341_33	ABL1	Tyrosine-protein kinase ABL1	ABL1	NA	Yes	P00519	human	Protein	ENSG00000097007	25	HGNC:76
3342_76	ABL2	Abelson tyrosine-protein kinase 2	ABL2	NA	Yes	P42684	human	Protein	ENSG00000143322	27	HGNC:77
3343_1	Aminoacylase-1	Aminoacylase-1	ACY1	NA	Yes	Q03154	human	Protein	ENSG00000114786	95	HGNC:177
3344_60	Antithrombin III	Antithrombin-III	SERPINC1	NA	Yes	P01008	human	Protein	ENSG00000117601	462	HGNC:775
3346_72	AURKB	Aurora kinase B	AURKB	NA	Yes	Q96GD4	human	Protein	ENSG00000178999	9212	HGNC:11390
3347_9	BARK1	beta-adrenergic receptor kinase 1	ADRBK1	NA	Yes	P25098	human	Protein	ENSG00000173020	156	HGNC:289
3348_49	BMP-1	Bone morphogenetic protein 1	BMP1	NA	Yes	P13497	human	Protein	ENSG00000168487	649	HGNC:1067
3350_53	CAMK2A	Calcium/calmodulin-dependent protein kinase type II subunit alpha	CAMK2A	NA	Yes	Q9UQM7	human	Protein	ENSG00000070808	815	HGNC:1460
