SeqId	Protein.(short.name)	Protein.(full.name)	Gene	Remark	Included.in.analysis	UniProt	Organism	Type	Ensembl.Gene.ID	Entrez.Gene.ID	HGNC.ID
7838_27	SMR3A	Submaxillary gland androgen-regulated protein 3A	SMR3A	NA	Yes	Q99954	human	Protein	ENSG00000109208	26952	HGNC:19216
7839_99	F19A3	Protein FAM19A3	FAM19A3	NA	Yes	Q7Z5A8	human	Protein	ENSG00000184599	284467	HGNC:21590
7841_84	ESAM	Endothelial cell-selective adhesion molecule	ESAM	NA	Yes	Q96AP7	human	Protein	ENSG00000149564	90952	HGNC:17474
7842_52	SERF1	Small EDRK-rich factor 1	SERF1A	NA	Yes	O75920	human	Protein	ENSG00000205572	728492	HGNC:10755
7843_152	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7846_44	PSG11	Pregnancy-specific beta-1-glycoprotein 11	PSG11	NA	Yes	Q9UQ72	human	Protein	ENSG00000243130	5680	HGNC:9516
7847_66	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7849_3	Glutaminyl cyclase	Glutaminyl-peptide cyclotransferase	QPCT	NA	Yes	Q16769	human	Protein	ENSG00000115828	25797	HGNC:9753
7850_1	COX42	Cytochrome c oxidase subunit 4 isoform 2, mitochondrial	COX4I2	NA	Yes	Q96KJ9	human	Protein	ENSG00000131055	84701	HGNC:16232
7851_30	ANR46	Ankyrin repeat domain-containing protein 46	ANKRD46	NA	Yes	Q86W74	human	Protein	ENSG00000186106	157567	HGNC:27229
7852_9	IF3M	Translation initiation factor IF-3, mitochondrial	MTIF3	NA	Yes	Q9H2K0	human	Protein	ENSG00000122033	219402	HGNC:29788
7853_19	SCO1	Protein SCO1 homolog, mitochondrial	SCO1	NA	Yes	O75880	human	Protein	ENSG00000133028	6341	HGNC:10603
7854_38	NR3L1	Natural cytotoxicity triggering receptor 3 ligand 1	NCR3LG1	NA	Yes	Q68D85	human	Protein	NA	374383	HGNC:42400
7856_51	F151A	Protein FAM151A	FAM151A	NA	Yes	Q8WW52	human	Protein	ENSG00000162391	338094	HGNC:25032
7857_22	NEUT	Neurotensin/neuromedin N	NTS	NA	Yes	P30990	human	Protein	ENSG00000133636	4922	HGNC:8038
7859_21	PCDGK	Protocadherin gamma-C3	PCDHGC3	NA	Yes	Q9UN70	human	Protein	ENSG00000240184	5098	HGNC:8716
7860_9	HERC4	Probable E3 ubiquitin-protein ligase HERC4	HERC4	NA	Yes	Q5GLZ8	human	Protein	ENSG00000148634	26091	HGNC:24521
7861_9	ROR2	Tyrosine-protein kinase transmembrane receptor ROR2	ROR2	NA	Yes	Q01974	human	Protein	ENSG00000169071	4920	HGNC:10257
7863_50	PGRC1	Membrane-associated progesterone receptor component 1	PGRMC1	NA	Yes	O00264	human	Protein	ENSG00000101856	10857	HGNC:16090
7864_3	SIGL8	Sialic acid-binding Ig-like lectin 8	SIGLEC8	NA	Yes	Q9NYZ4	human	Protein	ENSG00000105366	27181	HGNC:10877
7865_126	HRSL3	HRAS-like suppressor 3	PLA2G16	NA	Yes	P53816	human	Protein	ENSG00000176485	11145	HGNC:17825
7866_11	DJC30	DnaJ homolog subfamily C member 30	DNAJC30	NA	Yes	Q96LL9	human	Protein	ENSG00000261940	84277	HGNC:16410
7867_154	SIA7A	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	ST6GALNAC1	NA	Yes	Q9NSC7	human	Protein	ENSG00000070526	55808	HGNC:23614
7871_16	T132A	Transmembrane protein 132A	TMEM132A	NA	Yes	Q24JP5	human	Protein	ENSG00000006118	54972	HGNC:31092
7872_5	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7873_32	TSSK2	Testis-specific serine/threonine-protein kinase 2	TSSK2	NA	Yes	Q96PF2	human	Protein	ENSG00000206203	23617	HGNC:11401
7875_86	PLEK	Pleckstrin	PLEK	NA	Yes	P08567	human	Protein	ENSG00000115956	5341	HGNC:9070
7878_2	SC61B	Protein transport protein Sec61 subunit beta	SEC61B	NA	Yes	P60468	human	Protein	ENSG00000106803	10952	HGNC:16993
7879_12	Cytochrome P450 3A4	Cytochrome P450 3A4	CYP3A4	NA	Yes	P08684	human	Protein	ENSG00000160868	1576	HGNC:2637
7880_9	PSA1	Proteasome subunit alpha type-1	PSMA1	NA	Yes	P25786	human	Protein	ENSG00000129084	5682	HGNC:9530
7881_244	PAR16	Mono [ADP-ribose] polymerase PARP16	PARP16	NA	Yes	Q8N5Y8	human	Protein	ENSG00000138617	54956	HGNC:26040
7886_26	SPTC1	Serine palmitoyltransferase 1	SPTLC1	NA	Yes	O15269	human	Protein	ENSG00000090054	10558	HGNC:11277
7887_57	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	COX5B	NA	Yes	P10606	human	Protein	ENSG00000135940	1329	HGNC:2269
7888_58	CCD56	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial	COA3	NA	Yes	Q9Y2R0	human	Protein	ENSG00000183978	28958	HGNC:24990
7890_68	DPP10	Inactive dipeptidyl peptidase 10	DPP10	NA	Yes	Q8N608	human	Protein	ENSG00000175497	57628	HGNC:20823
7891_45	UGT 1A6	UDP-glucuronosyltransferase 1-6	UGT1A6	NA	Yes	P19224	human	Protein	ENSG00000167165	54578	HGNC:12538
7892_132	K1467	Protein FAM234B	KIAA1467	NA	Yes	A2RU67	human	Protein	ENSG00000084444	57613	HGNC:29288
7894_155	FGF-3	Fibroblast growth factor 3	FGF3	NA	Yes	P11487	human	Protein	ENSG00000186895	2248	HGNC:3681
7895_108	MRAP	Melanocortin-2 receptor accessory protein	MRAP	NA	Yes	Q8TCY5	human	Protein	ENSG00000170262	4043	HGNC:1304
7897_75	DLG3	Disks large homolog 3	DLG3	NA	Yes	Q92796	human	Protein	ENSG00000082458	1741	HGNC:2902
7898_29	MDM1	Nuclear protein MDM1	MDM1	NA	Yes	Q8TC05	human	Protein	ENSG00000111554	56890	HGNC:29917
7903_18	VAMP3	Vesicle-associated membrane protein 3	VAMP3	NA	Yes	Q15836	human	Protein	ENSG00000049245	9341	HGNC:12644
7905_30	HPT	Haptoglobin	HP	NA	Yes	P00738	human	Protein	ENSG00000257017	3240	HGNC:5141
7910_41	LRFN1	Leucine-rich repeat and fibronectin type III domain-containing protein 1	LRFN1	NA	Yes	Q9P244	human	Protein	ENSG00000128011	57622	HGNC:29290
7911_29	SCN4B	Sodium channel subunit beta-4	SCN4B	NA	Yes	Q8IWT1	human	Protein	ENSG00000177098	6330	HGNC:10592
7916_10	S100A7	Protein S100-A7	S100A7	NA	Yes	P31151	human	Protein	ENSG00000143556	6278	HGNC:10497
7917_17	CBPD	Carboxypeptidase D	CPD	NA	Yes	O75976	human	Protein	ENSG00000108582	1362	HGNC:2301
7918_114	Amylase, alpha 1A	Alpha-amylase 1	AMY1A	NA	Yes	P04745	human	Protein	ENSG00000237763	276	HGNC:474
7920_30	SIA8B	Alpha-2,8-sialyltransferase 8B	ST8SIA2	NA	Yes	Q92186	human	Protein	ENSG00000140557	8128	HGNC:10870
7921_65	FJX1	Four-jointed box protein 1	FJX1	NA	Yes	Q86VR8	human	Protein	ENSG00000179431	24147	HGNC:17166
7922_5	Adrenomedullin	Adrenomedullin	ADM	NA	Yes	P35318	human	Protein	ENSG00000148926	133	HGNC:259
7923_41	SEM4C	Semaphorin-4C	SEMA4C	NA	Yes	Q9C0C4	human	Protein	ENSG00000168758	54910	HGNC:10731
7924_7	CD3G	T-cell surface glycoprotein CD3 gamma chain	CD3G	NA	Yes	P09693	human	Protein	ENSG00000160654	917	HGNC:1675
7925_18	CL070	Single-pass membrane and coiled-coil domain-containing protein 2	SMCO2	NA	Yes	A6NFE2	human	Protein	ENSG00000165935	341346	HGNC:34448
7926_13	SPIT3	Kunitz-type protease inhibitor 3	SPINT3	NA	Yes	P49223	human	Protein	ENSG00000101446	10816	HGNC:11248
7927_16	SIA7E	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	ST6GALNAC5	NA	Yes	Q9BVH7	human	Protein	ENSG00000117069	81849	HGNC:19342
7928_183	TPST1	Protein-tyrosine sulfotransferase 1	TPST1	NA	Yes	O60507	human	Protein	ENSG00000169902	8460	HGNC:12020
7930_3	EXOS1	Exosome complex component CSL4	EXOSC1	NA	Yes	Q9Y3B2	human	Protein	ENSG00000171311	51013	HGNC:17286
7932_23	SYT8	Synaptotagmin-8	SYT8	NA	Yes	Q8NBV8	human	Protein	ENSG00000149043	90019	HGNC:19264
7933_75	ADA22	Disintegrin and metalloproteinase domain-containing protein 22	ADAM22	NA	Yes	Q9P0K1	human	Protein	ENSG00000008277	53616	HGNC:201
7934_11	NDRG4	Protein NDRG4	NDRG4	NA	Yes	Q9ULP0	human	Protein	ENSG00000103034	65009	HGNC:14466
7935_26	LARGE	Glycosyltransferase-like protein LARGE1	LARGE	NA	Yes	O95461	human	Protein	ENSG00000133424	9215	HGNC:6511
7939_1	CC055	Putative uncharacterized protein PQLC2L	PQLC2L	NA	Yes	A1A4F0	human	Protein	ENSG00000174899	152078	HGNC:25146
7943_16	CUZD1	CUB and zona pellucida-like domain-containing protein 1	CUZD1	NA	Yes	Q86UP6	human	Protein	ENSG00000138161	50624	HGNC:17937
7944_1	KI3L3	Killer cell immunoglobulin-like receptor 3DL3	KIR3DL3	NA	Yes	Q8N743	human	Protein	ENSG00000262335	115653	HGNC:16312
7945_10	Semaphorin-6A	Semaphorin-6A	SEMA6A	NA	Yes	Q9H2E6	human	Protein	ENSG00000092421	57556	HGNC:10738
7947_19	AP4AT	AP-4 complex accessory subunit tepsin	ENTHD2	NA	Yes	Q96N21	human	Protein	NA	146705	HGNC:26458
7948_129	GLTD2	Glycolipid transfer protein domain-containing protein 2	GLTPD2	NA	Yes	A6NH11	human	Protein	ENSG00000182327	388323	HGNC:33756
7950_142	BTNL9	Butyrophilin-like protein 9	BTNL9	NA	Yes	Q6UXG8	human	Protein	ENSG00000165810	153579	HGNC:24176
7952_2	VTI1A	Vesicle transport through interaction with t-SNAREs homolog 1A	VTI1A	NA	Yes	Q96AJ9	human	Protein	ENSG00000151532	143187	HGNC:17792
7953_20	SLAF1	Signaling lymphocytic activation molecule	SLAMF1	NA	Yes	Q13291	human	Protein	ENSG00000117090	6504	HGNC:10903
7955_195	ITI heavy chain H1	Inter-alpha-trypsin inhibitor heavy chain H1	ITIH1	NA	Yes	P19827	human	Protein	ENSG00000055957	3697	HGNC:6166
7956_11	MOS1	MICOS complex subunit MIC10	MINOS1	NA	Yes	Q5TGZ0	human	Protein	ENSG00000173436	440574	HGNC:32068
7957_2	SCG3	Secretogranin-3	SCG3	NA	Yes	Q8WXD2	human	Protein	ENSG00000104112	29106	HGNC:13707
7959_34	CADH7	Cadherin-7	CDH7	NA	Yes	Q9ULB5	human	Protein	ENSG00000081138	1005	HGNC:1766
7960_53	POTEG	POTE ankyrin domain family member G	POTEG	NA	Yes	Q6S5H5	human	Protein	ENSG00000222036	404785	HGNC:33896
7962_11	ISK8	Serine protease inhibitor Kazal-type 8	SPINK8	NA	Yes	P0C7L1	human	Protein	ENSG00000229453	646424	HGNC:33160
7963_36	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7967_38	POTEM	Putative POTE ankyrin domain family member M	POTEM	NA	Yes	A6NI47	human	Protein	ENSG00000187537	641455	HGNC:37096
7968_15	CRTAM	Cytotoxic and regulatory T-cell molecule	CRTAM	NA	Yes	O95727	human	Protein	ENSG00000109943	56253	HGNC:24313
7969_163	WFD11	Protein WFDC11	WFDC11	NA	Yes	Q8NEX6	human	Protein	ENSG00000180083	259239	HGNC:20478
7970_315	NAR3	Ecto-ADP-ribosyltransferase 3	ART3	NA	Yes	Q13508	human	Protein	ENSG00000156219	419	HGNC:725
7975_97	UNC5A	Netrin receptor UNC5A	UNC5A	NA	Yes	Q6ZN44	human	Protein	ENSG00000113763	90249	HGNC:12567
7976_19	FRS1L	DOMON domain-containing protein FRRS1L	FRRS1L	NA	Yes	Q9P0K9	human	Protein	ENSG00000136805	23732	HGNC:1362
7980_72	B3GN2	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2	B3GNT2	NA	Yes	Q9NY97	human	Protein	ENSG00000170340	10678	HGNC:15629
7981_230	B3GT6	Beta-1,3-galactosyltransferase 6	B3GALT6	NA	Yes	Q96L58	human	Protein	ENSG00000176022	126792	HGNC:17978
7982_10	RM32	39S ribosomal protein L32, mitochondrial	MRPL32	NA	Yes	Q9BYC8	human	Protein	ENSG00000106591	64928	HGNC:14035
7983_1	PCDGM	Protocadherin gamma-C5	PCDHGC5	NA	Yes	Q9Y5F6	human	Protein	ENSG00000240764	56097	HGNC:8718
7986_98	NALD2	N-acetylated-alpha-linked acidic dipeptidase 2	NAALAD2	NA	Yes	Q9Y3Q0	human	Protein	ENSG00000077616	10003	HGNC:14526
7989_5	CA226	Uncharacterized protein C1orf226	C1orf226	NA	Yes	A1L170	human	Protein	ENSG00000239887	400793	HGNC:34351
7991_54	IQCF1	IQ domain-containing protein F1	IQCF1	NA	Yes	Q8N6M8	human	Protein	ENSG00000173389	132141	HGNC:28607
7992_3	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7993_23	ASTL	Astacin-like metalloendopeptidase	ASTL	NA	Yes	Q6HA08	human	Protein	ENSG00000188886	431705	HGNC:31704
7994_41	ERO1B	ERO1-like protein beta	ERO1LB	NA	Yes	Q86YB8	human	Protein	ENSG00000086619	56605	HGNC:14355
7995_16	VWC2L	von Willebrand factor C domain-containing protein 2-like	VWC2L	NA	Yes	B2RUY7	human	Protein	ENSG00000174453	402117	HGNC:37203
7997_118	DOC2B	Double C2-like domain-containing protein beta	DOC2B	NA	Yes	Q14184	human	Protein	ENSG00000187939	8447	HGNC:2986
7999_23	CD39	Ectonucleoside triphosphate diphosphohydrolase 1	ENTPD1	NA	Yes	P49961	human	Protein	ENSG00000138185	953	HGNC:3363
8000_17	KI2LA	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	NA	Yes	Q8N109	human	Protein	ENSG00000263075	57292	HGNC:16345
8002_27	Spinesin	Transmembrane protease serine 5	TMPRSS5	NA	Yes	Q9H3S3	human	Protein	ENSG00000166682	80975	HGNC:14908
8003_57	LGI3	Leucine-rich repeat LGI family member 3	LGI3	NA	Yes	Q8N145	human	Protein	ENSG00000168481	203190	HGNC:18711
8004_15	G3PT	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	GAPDHS	NA	Yes	O14556	human	Protein	ENSG00000105679	26330	HGNC:24864
8005_1	MXRA7	Matrix-remodeling-associated protein 7	MXRA7	NA	Yes	P84157	human	Protein	ENSG00000182534	439921	HGNC:7541
8006_12	DJB12	DnaJ homolog subfamily B member 12	DNAJB12	NA	Yes	Q9NXW2	human	Protein	ENSG00000148719	54788	HGNC:14891
8007_19	Cathepsin B	Cathepsin B	CTSB	NA	Yes	P07858	human	Protein	ENSG00000164733	1508	HGNC:2527
8008_28	HRK	Activator of apoptosis harakiri	HRK	NA	Yes	O00198	human	Protein	ENSG00000135116	8739	HGNC:5185
8009_121	SURF1	Surfeit locus protein 1	SURF1	NA	Yes	Q15526	human	Protein	ENSG00000260692	6834	HGNC:11474
8011_96	PAPL	Iron/zinc purple acid phosphatase-like protein	PAPL	NA	Yes	Q6ZNF0	human	Protein	NA	390928	HGNC:33781
8013_9	LMA2L	VIP36-like protein	LMAN2L	NA	Yes	Q9H0V9	human	Protein	ENSG00000114988	81562	HGNC:19263
8014_359	MANEA	Glycoprotein endo-alpha-1,2-mannosidase	MANEA	NA	Yes	Q5SRI9	human	Protein	ENSG00000172469	79694	HGNC:21072
8015_144	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
8016_19	DNJC4	DnaJ homolog subfamily C member 4	DNAJC4	NA	Yes	Q9NNZ3	human	Protein	ENSG00000110011	3338	HGNC:5271
8017_23	FXRD1	FAD-dependent oxidoreductase domain-containing protein 1	FOXRED1	NA	Yes	Q96CU9	human	Protein	ENSG00000110074	55572	HGNC:26927
8018_43	VSIG2	V-set and immunoglobulin domain-containing protein 2	VSIG2	NA	Yes	Q96IQ7	human	Protein	ENSG00000019102	23584	HGNC:17149
8019_73	STMN3	Stathmin-3	STMN3	NA	Yes	Q9NZ72	human	Protein	ENSG00000197457	50861	HGNC:15926
8021_59	RM14	39S ribosomal protein L14, mitochondrial	MRPL14	NA	Yes	Q6P1L8	human	Protein	ENSG00000180992	64928	HGNC:14279
8023_23	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
8024_64	TPST2	Protein-tyrosine sulfotransferase 2	TPST2	NA	Yes	O60704	human	Protein	ENSG00000128294	8459	HGNC:12021
8028_22	SPINK5	Serine protease inhibitor Kazal-type 5	SPINK5	NA	Yes	Q9NQ38	human	Protein	ENSG00000133710	11005	HGNC:15464
8029_35	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
8031_11	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
8032_23	MCCD1	Mitochondrial coiled-coil domain protein 1	MCCD1	NA	Yes	P59942	human	Protein	ENSG00000231975	401250	HGNC:20668
8033_1	DJC18	DnaJ homolog subfamily C member 18	DNAJC18	NA	Yes	Q9H819	human	Protein	ENSG00000170464	202052	HGNC:28429
8034_6	DRGX	Dorsal root ganglia homeobox protein	DRGX	NA	Yes	A6NNA5	human	Protein	ENSG00000165606	644168	HGNC:21536
8035_6	CA198	Uncharacterized protein C1orf198	C1orf198	NA	Yes	Q9H425	human	Protein	ENSG00000119280	84886	HGNC:25900
8036_75	FSHB	Follitropin subunit beta	FSHB	NA	Yes	P01225	human	Protein	ENSG00000131808	2488	HGNC:3964
8038_41	NSDHL	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	NSDHL	NA	Yes	Q15738	human	Protein	ENSG00000147383	50814	HGNC:13398
8039_41	F177A	Protein FAM177A1	FAM177A1	NA	Yes	Q8N128	human	Protein	ENSG00000151327	283635	HGNC:19829
8040_9	LEMD1	LEM domain-containing protein 1	LEMD1	NA	Yes	Q68G75	human	Protein	ENSG00000186007	93273	HGNC:18725
8041_5	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
8042_88	ISK9	Serine protease inhibitor Kazal-type 9	SPINK9	NA	Yes	Q5DT21	human	Protein	ENSG00000204909	643394	HGNC:32951
8043_153	COMP	Cartilage oligomeric matrix protein	COMP	NA	Yes	P49747	human	Protein	ENSG00000105664	1311	HGNC:2227
8044_90	XG	Glycoprotein Xg	XG	NA	Yes	P55808	human	Protein	ENSG00000124343	7499	HGNC:12806
8045_3	KI3L3	Killer cell immunoglobulin-like receptor 3DL3	KIR3DL3	NA	Yes	Q8N743	human	Protein	ENSG00000262335	115653	HGNC:16312
8046_9	Galectin-1	Galectin-1	LGALS1	NA	Yes	P09382	human	Protein	ENSG00000100097	3956	HGNC:6561
8048_9	FTMT	Ferritin, mitochondrial	FTMT	NA	Yes	Q8N4E7	human	Protein	ENSG00000181867	94033	HGNC:17345
8051_10	AGGF1	Angiogenic factor with G patch and FHA domains 1	AGGF1	NA	Yes	Q8N302	human	Protein	ENSG00000164252	55109	HGNC:24684
8053_16	DJB14	DnaJ homolog subfamily B member 14	DNAJB14	NA	Yes	Q8TBM8	human	Protein	ENSG00000164031	79982	HGNC:25881
8055_33	IDD	Integral membrane protein DGCR2/IDD	DGCR2	NA	Yes	P98153	human	Protein	ENSG00000070413	9993	HGNC:2845
8057_78	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
8059_1	Tpo	Thrombopoietin	THPO	NA	Yes	P40225	human	Protein	ENSG00000090534	7066	HGNC:11795
8060_7	NRG2	Pro-neuregulin-2, membrane-bound isoform	NRG2	NA	Yes	O14511	human	Protein	ENSG00000158458	9542	HGNC:7998
8061_102	F171B	Protein FAM171B	FAM171B	NA	Yes	Q6P995	human	Protein	ENSG00000144369	165215	HGNC:29412
8062_15	F176B	Protein eva-1 homolog B	EVA1B	NA	Yes	Q9NVM1	human	Protein	ENSG00000142694	55194	HGNC:25558
8064_125	Poliovirus receptor	Poliovirus receptor	PVR	NA	Yes	P15151	human	Protein	ENSG00000073008	5817	HGNC:9705
8065_245	PATE4	Prostate and testis expressed protein 4	PATE4	NA	Yes	P0C8F1	human	Protein	ENSG00000237353	399968	HGNC:35427
8066_38	SYT9	Synaptotagmin-9	SYT9	NA	Yes	Q86SS6	human	Protein	ENSG00000170743	143425	HGNC:19265
8067_21	KCNE3	Potassium voltage-gated channel subfamily E member 3	KCNE3	NA	Yes	Q9Y6H6	human	Protein	ENSG00000175538	10008	HGNC:6243
8068_43	K1161	Uncharacterized family 31 glucosidase KIAA1161	KIAA1161	NA	Yes	Q6NSJ0	human	Protein	ENSG00000164976	57462	HGNC:19918
8069_85	CD3E	T-cell surface glycoprotein CD3 epsilon chain	CD3E	NA	Yes	P07766	human	Protein	ENSG00000198851	916	HGNC:1674
8070_88	DLG4	Disks large homolog 4	DLG4	NA	Yes	P78352	human	Protein	ENSG00000132535	1742	HGNC:2903
8071_114	PCDB7	Protocadherin beta-7	PCDHB7	NA	Yes	Q9Y5E2	human	Protein	ENSG00000113212	56129	HGNC:8692
8072_19	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
8074_32	TMM70	Transmembrane protein 70, mitochondrial	TMEM70	NA	Yes	Q9BUB7	human	Protein	ENSG00000175606	54968	HGNC:26050
8076_4	SACA3	Sperm acrosome membrane-associated protein 3	SPACA3	NA	Yes	Q8IXA5	human	Protein	ENSG00000141316	124912	HGNC:16260
8078_15	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
8079_39	EID3	EP300-interacting inhibitor of differentiation 3	EID3	NA	Yes	Q8N140	human	Protein	ENSG00000255150	493861	HGNC:32961
8080_24	PSMP	Prostate-associated microseminoprotein	MSMP	NA	Yes	Q1L6U9	human	Protein	ENSG00000215183	692094	HGNC:29663
8081_55	PLD5	Inactive phospholipase D5	PLD5	NA	Yes	Q8N7P1	human	Protein	ENSG00000180287	200150	HGNC:26879
8085_10	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
8086_49	ITM2B	Integral membrane protein 2B	ITM2B	NA	Yes	Q9Y287	human	Protein	ENSG00000136156	9445	HGNC:6174
8087_250	RNF13	E3 ubiquitin-protein ligase RNF13	RNF13	NA	Yes	O43567	human	Protein	ENSG00000082996	11342	HGNC:10057
8088_56	CA210	Type III endosome membrane protein TEMP	C1orf210	NA	Yes	Q8IVY1	human	Protein	ENSG00000253313	149466	HGNC:28755
8089_173	NR4A1	Nuclear receptor subfamily 4 group A member 1	NR4A1	NA	Yes	P22736	human	Protein	ENSG00000123358	3164	HGNC:7980
8093_13	K1161	Uncharacterized family 31 glucosidase KIAA1161	KIAA1161	NA	Yes	Q6NSJ0	human	Protein	ENSG00000164976	57462	HGNC:19918
8094_20	CISD2	CDGSH iron-sulfur domain-containing protein 2	CISD2	NA	Yes	Q8N5K1	human	Protein	ENSG00000145354	493856	HGNC:24212
8097_77	LIPN	Lipase member N	LIPN	NA	Yes	Q5VXI9	human	Protein	ENSG00000204020	643418	HGNC:23452
8098_37	THAS	Thromboxane-A synthase	TBXAS1	NA	Yes	P24557	human	Protein	ENSG00000059377	6916	HGNC:11609
8099_42	SPON2	Spondin-2	SPON2	NA	Yes	Q9BUD6	human	Protein	ENSG00000159674	10417	HGNC:11253
8100_15	ADM2	ADM2	ADM2	NA	Yes	Q7Z4H4	human	Protein	ENSG00000128165	79924	HGNC:28898
8102_239	CA186	Uncharacterized protein C1orf186	C1orf186	NA	Yes	Q6ZWK4	human	Protein	ENSG00000263961	440712	HGNC:25341
8104_21	IL-10 Ra	Interleukin-10 receptor subunit alpha	IL10RA	NA	Yes	Q13651	human	Protein	ENSG00000110324	3587	HGNC:5964
8106_15	SSRA	Translocon-associated protein subunit alpha	SSR1	NA	Yes	P43307	human	Protein	ENSG00000124783	6745	HGNC:11323
8107_12	TM234	Transmembrane protein 234	TMEM234	NA	Yes	Q8WY98	human	Protein	ENSG00000160055	56063	HGNC:28837
8219_14	ZG16	Zymogen granule membrane protein 16	ZG16	NA	Yes	O60844	human	Protein	ENSG00000174992	653808	HGNC:30961
8220_15	CJ035	Uncharacterized protein C10orf35	C10orf35	NA	Yes	Q96D05	human	Protein	ENSG00000171224	219738	HGNC:23519
8221_19	MIF	Macrophage migration inhibitory factor	MIF	NA	Yes	P14174	human	Protein	ENSG00000240972	4282	HGNC:7097
8222_49	CDHR3	Cadherin-related family member 3	CDHR3	NA	Yes	Q6ZTQ4	human	Protein	ENSG00000128536	222256	HGNC:26308
8225_86	EPHB2	Ephrin type-B receptor 2	EPHB2	NA	Yes	P29323	human	Protein	ENSG00000133216	2048	HGNC:3393
8228_10	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
8229_1	GXLT1	Glucoside xylosyltransferase 1	GXYLT1	NA	Yes	Q4G148	human	Protein	ENSG00000151233	283464	HGNC:27482
8231_122	VEGF sR1	Vascular endothelial growth factor receptor 1	FLT1	NA	Yes	P17948	human	Protein	ENSG00000102755	2321	HGNC:3763
8233_2	ITIH5	Inter-alpha-trypsin inhibitor heavy chain H5	ITIH5	NA	Yes	Q86UX2	human	Protein	ENSG00000123243	80760	HGNC:21449
8235_48	SCG1	Secretogranin-1	CHGB	NA	Yes	P05060	human	Protein	ENSG00000089199	1114	HGNC:1930
8236_8	CR032	UPF0729 protein C18orf32	C18orf32	NA	Yes	Q8TCD1	human	Protein	ENSG00000177576	497661	HGNC:31690
8237_56	SOSD1	Sclerostin domain-containing protein 1	SOSTDC1	NA	Yes	Q6X4U4	human	Protein	ENSG00000171243	25928	HGNC:21748
8242_9	CLC2L	C-type lectin domain family 2 member L	CLEC2L	NA	Yes	P0C7M8	human	Protein	ENSG00000236279	154790	HGNC:21969
8243_55	TATI	Serine protease inhibitor Kazal-type 1	SPINK1	NA	Yes	P00995	human	Protein	ENSG00000164266	6690	HGNC:11244
8244_16	FUT8	Alpha-(1,6)-fucosyltransferase	FUT8	NA	Yes	Q9BYC5	human	Protein	ENSG00000033170	2530	HGNC:4019
8245_27	sICAM-5	Intercellular adhesion molecule 5	ICAM5	NA	Yes	Q9UMF0	human	Protein	ENSG00000105376	7087	HGNC:5348
8248_222	SIG14	Sialic acid-binding Ig-like lectin 14	SIGLEC14	NA	Yes	Q08ET2	human	Protein	ENSG00000105501	100049587	HGNC:32926
8249_124	ALK	ALK tyrosine kinase receptor	ALK	NA	Yes	Q9UM73	human	Protein	ENSG00000171094	238	HGNC:427
8250_2	PTPRJ	Receptor-type tyrosine-protein phosphatase eta	PTPRJ	NA	Yes	Q12913	human	Protein	ENSG00000149177	5795	HGNC:9673
8252_2	NOTUM	Palmitoleoyl-protein carboxylesterase NOTUM	NOTUM	NA	Yes	Q6P988	human	Protein	ENSG00000185269	147111	HGNC:27106
8253_2	PMGT1	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	POMGNT1	NA	Yes	Q8WZA1	human	Protein	ENSG00000085998	55624	HGNC:19139
8255_34	MRVI1	Protein MRVI1	MRVI1	NA	Yes	Q9Y6F6	human	Protein	ENSG00000072952	10335	HGNC:7237
8258_22	UXS1	UDP-glucuronic acid decarboxylase 1	UXS1	NA	Yes	Q8NBZ7	human	Protein	ENSG00000115652	80146	HGNC:17729
